user_id,full_name,email,phone,pan_number,aadhaar_last4,role,mfa_enabled,kyc_status,city,state,created_at,last_login,status
888,Isaiah Sabharwal,user888@sipdemo.com,9880146598,YCVRY7126K,8837,INVESTOR,False,VERIFIED,Mangalore,Karnataka,2023-11-13 08:06:39,2026-04-10 08:06:39,ACTIVE
889,Advika Murthy,user889@sipdemo.com,9329196128,JVHYC0758W,6154,ANALYST,False,VERIFIED,New Delhi,Delhi,2023-08-29 04:39:08,2024-09-03 04:39:08,ACTIVE
890,Hamsini Venkataraman,user890@sipdemo.com,9814590047,YGREY2513B,9447,INVESTOR,False,VERIFIED,Kanpur,Uttar Pradesh,2021-07-20 19:57:38,2024-05-03 19:57:38,ACTIVE
891,Rachita Kothari,user891@sipdemo.com,9405830258,UJTJM6604D,2281,INVESTOR,False,VERIFIED,Thane,Maharashtra,2024-01-24 05:28:36,2025-05-24 05:28:36,ACTIVE
892,Manthan Bhagat,user892@sipdemo.com,9759776218,CPKIX7607I,9756,INVESTOR,True,VERIFIED,Rajkot,Gujarat,2023-11-11 06:32:12,2025-07-15 06:32:12,ACTIVE
893,Yashasvi Singh,user893@sipdemo.com,9631894014,ZDKYM1990H,7755,INVESTOR,False,VERIFIED,Pune,Maharashtra,2021-07-19 13:07:22,2023-10-11 13:07:22,ACTIVE
894,Falan Swamy,user894@sipdemo.com,9303932630,OTVEV6032Z,1008,INVESTOR,True,VERIFIED,Coimbatore,Tamil Nadu,2025-09-05 18:16:11,2027-09-29 18:16:11,ACTIVE
895,Arunima Bedi,user895@sipdemo.com,9135983196,PYITP0904A,0035,INVESTOR,False,VERIFIED,New Delhi,Delhi,2023-01-25 13:15:56,2026-03-30 13:15:56,ACTIVE
896,Neha Keer,user896@sipdemo.com,9967576620,TLVLW4032K,7702,INVESTOR,False,VERIFIED,Kanpur,Uttar Pradesh,2023-12-26 04:14:30,2024-08-19 04:14:30,ACTIVE
897,Sara Chakrabarti,user897@sipdemo.com,9848859388,XGWDA5885W,1058,INVESTOR,False,PENDING,Warangal,Telangana,2021-11-17 05:25:08,2024-09-06 05:25:08,ACTIVE
898,Diya Dani,user898@sipdemo.com,9445713523,VCBYO3836L,9675,INVESTOR,False,REJECTED,Siliguri,West Bengal,2025-09-14 05:39:36,2028-01-09 05:39:36,ACTIVE
899,Harshil Raval,user899@sipdemo.com,9974688843,VJPPX9742E,0658,INVESTOR,False,VERIFIED,New Delhi,Delhi,2026-04-25 02:39:55,2026-05-19 02:39:55,ACTIVE
900,Gavin Modi,user900@sipdemo.com,9059921192,RCYTZ1541Z,7252,INVESTOR,True,VERIFIED,Mangalore,Karnataka,2023-07-09 06:32:47,2023-11-29 06:32:47,ACTIVE
901,Tanmayi Om,user901@sipdemo.com,9313134803,ZGFXK3135M,9285,INVESTOR,False,VERIFIED,Puri,Odisha,2025-11-13 10:44:21,2029-01-16 10:44:21,ACTIVE
902,Udant Sha,user902@sipdemo.com,9247313059,QTNAE3318K,4595,INVESTOR,True,VERIFIED,Mumbai,Maharashtra,2023-04-12 06:23:05,2026-07-11 06:23:05,ACTIVE
903,Januja Sethi,user903@sipdemo.com,9976545495,GBMXC9959G,2708,INVESTOR,False,VERIFIED,Mysuru,Karnataka,2023-02-14 22:04:05,2023-10-23 22:04:05,ACTIVE
904,Aarnav Om,user904@sipdemo.com,9005361067,PICAF1500K,6074,INVESTOR,False,VERIFIED,Nashik,Maharashtra,2022-01-19 10:32:12,2025-10-16 10:32:12,ACTIVE
905,Kashvi Cherian,user905@sipdemo.com,9165210834,WBWGK8377L,9379,INVESTOR,True,VERIFIED,Hyderabad,Telangana,2023-03-28 12:44:30,2026-12-06 12:44:30,INACTIVE
906,Waida Dey,user906@sipdemo.com,9114263764,XRFNQ4783T,0014,INVESTOR,False,VERIFIED,Agra,Uttar Pradesh,2021-09-18 20:33:57,2022-07-06 20:33:57,ACTIVE
907,Hredhaan Kumar,user907@sipdemo.com,9885875551,OBWES3279O,5999,INVESTOR,True,VERIFIED,Hubli,Karnataka,2025-07-13 19:36:18,2025-12-11 19:36:18,ACTIVE
908,Jai Ramaswamy,user908@sipdemo.com,9928851165,PZXMV4617J,5616,ANALYST,False,VERIFIED,Hyderabad,Telangana,2024-06-29 20:12:47,2026-01-29 20:12:47,ACTIVE
909,Hamsini Chokshi,user909@sipdemo.com,9193434738,ETHQF8864P,8686,INVESTOR,True,VERIFIED,Rajkot,Gujarat,2022-07-20 20:55:53,2025-03-30 20:55:53,ACTIVE
910,Jatin Seshadri,user910@sipdemo.com,9441846981,HPKBA0264L,2104,INVESTOR,True,VERIFIED,Rourkela,Odisha,2025-03-19 14:55:34,2025-12-01 14:55:34,ACTIVE
911,Wishi Agrawal,user911@sipdemo.com,9484900029,RDGYC4839I,7235,INVESTOR,False,PENDING,Kolkata,West Bengal,2023-09-28 04:34:09,2024-04-21 04:34:09,ACTIVE
912,Rachita Subramanian,user912@sipdemo.com,9014974740,TQRXM4992T,7155,INVESTOR,True,VERIFIED,Noida,Uttar Pradesh,2024-02-06 06:29:50,2027-09-24 06:29:50,ACTIVE
913,Oscar Dave,user913@sipdemo.com,9124417049,IDNGT3297J,8256,INVESTOR,True,VERIFIED,Ahmedabad,Gujarat,2026-01-13 23:38:44,2029-08-26 23:38:44,ACTIVE
914,Yamini Rajagopalan,user914@sipdemo.com,9427582923,WTRWU6146K,6821,INVESTOR,False,VERIFIED,Rourkela,Odisha,2021-12-31 15:12:49,2023-10-17 15:12:49,ACTIVE
915,Anusha Rao,user915@sipdemo.com,9021007335,AOJSL0209M,4892,COMPLIANCE_OFFICER,True,VERIFIED,Siliguri,West Bengal,2023-07-20 15:15:41,2024-12-21 15:15:41,ACTIVE
916,Sneha Deol,user916@sipdemo.com,9700299307,HCQJJ0358P,2662,INVESTOR,True,VERIFIED,Durgapur,West Bengal,2026-03-25 10:29:15,2028-06-08 10:29:15,ACTIVE
917,Dipta Kalla,user917@sipdemo.com,9122847186,MTJYX3715U,8687,INVESTOR,True,VERIFIED,Nagpur,Maharashtra,2022-03-03 19:54:03,2026-01-19 19:54:03,ACTIVE
918,Hemani Deo,user918@sipdemo.com,9836649575,IHBPR5365O,1027,INVESTOR,True,VERIFIED,Warangal,Telangana,2022-06-24 11:12:50,2022-11-21 11:12:50,ACTIVE
919,Yahvi Naidu,user919@sipdemo.com,9453569903,PAUXR3254Q,0534,INVESTOR,True,VERIFIED,Hyderabad,Telangana,2026-04-26 07:19:20,2029-05-02 07:19:20,ACTIVE
920,Varsha Sahni,user920@sipdemo.com,9643242779,YSEAQ5692E,2769,INVESTOR,False,VERIFIED,Bhubaneswar,Odisha,2024-12-25 13:34:49,2027-09-03 13:34:49,ACTIVE
921,Pahal Arya,user921@sipdemo.com,9834143067,LCKGA4574C,8239,INVESTOR,True,PENDING,Howrah,West Bengal,2024-10-21 16:57:15,2027-02-12 16:57:15,ACTIVE
922,Lakshmi Dhillon,user922@sipdemo.com,9702364514,SDNYL7277P,3560,INVESTOR,False,VERIFIED,Coimbatore,Tamil Nadu,2024-01-23 13:23:20,2024-02-26 13:23:20,ACTIVE
923,Ryan Loke,user923@sipdemo.com,9854625133,IRZHZ5705R,0772,INVESTOR,True,VERIFIED,New Delhi,Delhi,2021-10-01 22:41:42,2023-08-23 22:41:42,ACTIVE
924,Bhavini Krishna,user924@sipdemo.com,9494354106,EHYZM9245U,3117,INVESTOR,True,VERIFIED,Howrah,West Bengal,2025-03-07 02:42:09,2026-12-08 02:42:09,ACTIVE
925,Chakrika Jani,user925@sipdemo.com,9578156759,XHJTL8910L,3447,INVESTOR,True,VERIFIED,Cuttack,Odisha,2022-03-18 15:28:43,2023-06-21 15:28:43,ACTIVE
926,Jagrati Sethi,user926@sipdemo.com,9882301961,MPPJF0133R,5810,INVESTOR,True,VERIFIED,Kanpur,Uttar Pradesh,2025-03-13 05:39:26,2026-09-29 05:39:26,ACTIVE
927,Lopa Khanna,user927@sipdemo.com,9176430470,VWXAD6689Z,5811,INVESTOR,True,VERIFIED,Cuttack,Odisha,2021-12-29 16:55:00,2022-05-29 16:55:00,ACTIVE
928,Champak Raj,user928@sipdemo.com,9019951099,SKOUH9200Y,6231,INVESTOR,True,VERIFIED,Surat,Gujarat,2024-01-02 08:22:26,2025-09-16 08:22:26,ACTIVE
929,Chatura Arya,user929@sipdemo.com,9012873317,ATUUX4284G,4642,INVESTOR,False,VERIFIED,Kanpur,Uttar Pradesh,2023-05-25 18:08:33,2025-09-20 18:08:33,ACTIVE
930,Saanvi Kar,user930@sipdemo.com,9960843032,QPXNA9212X,4839,INVESTOR,True,VERIFIED,Warangal,Telangana,2025-02-23 09:50:47,2026-08-06 09:50:47,ACTIVE
931,Ronith Hari,user931@sipdemo.com,9090225435,RAANK3403M,7685,INVESTOR,True,VERIFIED,Surat,Gujarat,2025-12-21 20:12:38,2026-06-19 20:12:38,ACTIVE
932,Falan Grover,user932@sipdemo.com,9453129051,ABXUA0498U,8457,INVESTOR,True,VERIFIED,Salem,Tamil Nadu,2022-12-09 00:46:30,2023-07-16 00:46:30,ACTIVE
933,Krishna Baria,user933@sipdemo.com,9679931517,HYVIP4226J,0222,INVESTOR,True,VERIFIED,Nagpur,Maharashtra,2026-03-23 10:16:46,2027-10-31 10:16:46,ACTIVE
934,Kalpit Dyal,user934@sipdemo.com,9253492479,KJSSY6641O,1753,INVESTOR,False,REJECTED,Mangalore,Karnataka,2023-08-07 07:35:03,2027-02-11 07:35:03,ACTIVE
935,Abdul Narayanan,user935@sipdemo.com,9464003642,VORGC9257Y,3617,INVESTOR,False,VERIFIED,Mangalore,Karnataka,2024-05-12 14:03:53,2028-01-22 14:03:53,ACTIVE
936,Balveer Dube,user936@sipdemo.com,9630852648,TKKVN5096U,0539,INVESTOR,True,VERIFIED,Noida,Uttar Pradesh,2023-10-14 06:06:39,2025-11-12 06:06:39,ACTIVE
937,Charvi Swaminathan,user937@sipdemo.com,9030051227,QEZAR7717B,6510,INVESTOR,True,VERIFIED,Rourkela,Odisha,2026-01-21 15:10:32,2026-03-11 15:10:32,ACTIVE
938,Elijah Nadkarni,user938@sipdemo.com,9419022169,WRJOB6998M,4664,INVESTOR,False,REJECTED,Mysuru,Karnataka,2025-05-17 11:07:13,2028-05-09 11:07:13,ACTIVE
939,Ekansh Tiwari,user939@sipdemo.com,9813667814,DBZOW0207M,7642,INVESTOR,False,PENDING,Thane,Maharashtra,2024-01-28 08:16:39,2024-11-07 08:16:39,ACTIVE
940,George Palla,user940@sipdemo.com,9181888918,LAGFP0521K,2566,INVESTOR,True,PENDING,Nashik,Maharashtra,2022-04-10 21:23:50,2024-11-13 21:23:50,ACTIVE
941,Garima Narula,user941@sipdemo.com,9880720265,HNTGX6774D,3403,INVESTOR,True,VERIFIED,Vadodara,Gujarat,2022-07-30 22:42:37,2024-01-10 22:42:37,ACTIVE
942,Vaishnavi Andra,user942@sipdemo.com,9411737215,MPEJC1723H,0713,INVESTOR,False,VERIFIED,Mangalore,Karnataka,2023-04-07 16:41:16,2026-03-29 16:41:16,ACTIVE
943,Sanaya Khosla,user943@sipdemo.com,9604239074,VZWIJ5617I,9368,INVESTOR,True,VERIFIED,Hyderabad,Telangana,2022-01-20 16:39:08,2025-06-06 16:39:08,ACTIVE
944,Balveer Nagi,user944@sipdemo.com,9261498118,AABKG7519U,6521,INVESTOR,False,REJECTED,Mysuru,Karnataka,2025-12-09 06:53:00,2027-02-08 06:53:00,ACTIVE
945,Libni Kunda,user945@sipdemo.com,9474672306,EMAQV5148C,7307,INVESTOR,False,PENDING,Durgapur,West Bengal,2023-05-14 15:38:31,2024-03-15 15:38:31,ACTIVE
946,Aryan Varughese,user946@sipdemo.com,9120750966,RTSDW2020O,8614,INVESTOR,True,REJECTED,Thane,Maharashtra,2024-02-24 00:06:32,2025-11-07 00:06:32,ACTIVE
947,Yoshita Trivedi,user947@sipdemo.com,9328222934,CKKDV7684V,2405,INVESTOR,False,VERIFIED,Bengaluru,Karnataka,2025-07-14 07:15:42,2028-12-07 07:15:42,ACTIVE
948,Chaman Hans,user948@sipdemo.com,9694570713,HPKSN5210A,1312,INVESTOR,True,VERIFIED,Nashik,Maharashtra,2023-09-06 22:32:59,2025-12-18 22:32:59,ACTIVE
949,Gopal Ganesh,user949@sipdemo.com,9765011313,LHJHB6744K,5414,INVESTOR,True,VERIFIED,Salem,Tamil Nadu,2023-01-24 23:25:30,2026-09-12 23:25:30,ACTIVE
950,Dominic Kade,user950@sipdemo.com,9484783919,PZAXJ9857S,2936,INVESTOR,False,VERIFIED,Warangal,Telangana,2026-04-08 20:52:37,2029-04-01 20:52:37,ACTIVE
951,Panini Chawla,user951@sipdemo.com,9277494276,KIMPW1145R,0359,INVESTOR,False,PENDING,New Delhi,Delhi,2024-10-14 16:28:10,2027-12-13 16:28:10,ACTIVE
952,Ekbal Dube,user952@sipdemo.com,9247155562,YEDFJ5709G,6929,INVESTOR,True,VERIFIED,Nagpur,Maharashtra,2022-07-02 21:24:54,2026-03-14 21:24:54,ACTIVE
953,Baljiwan Chahal,user953@sipdemo.com,9553857956,CXIKB7826X,3657,INVESTOR,False,VERIFIED,Hyderabad,Telangana,2021-08-10 07:05:15,2024-03-23 07:05:15,ACTIVE
954,Zayan Bobal,user954@sipdemo.com,9662728049,GPQZW9622O,1437,INVESTOR,True,VERIFIED,Bhubaneswar,Odisha,2021-11-07 04:45:40,2024-06-28 04:45:40,ACTIVE
955,Aarna Reddy,user955@sipdemo.com,9687467938,KYTGP9263U,4794,INVESTOR,True,VERIFIED,New Delhi,Delhi,2024-04-26 09:03:40,2028-03-08 09:03:40,ACTIVE
956,Rachita Mutti,user956@sipdemo.com,9096166052,BVSBL6884M,5117,INVESTOR,True,VERIFIED,Madurai,Tamil Nadu,2023-05-26 14:44:47,2027-03-13 14:44:47,ACTIVE
957,Abeer Bhatnagar,user957@sipdemo.com,9126782426,ITSFT9963G,1924,INVESTOR,False,VERIFIED,New Delhi,Delhi,2021-07-28 23:16:33,2024-09-06 23:16:33,ACTIVE
958,Elijah Parmar,user958@sipdemo.com,9043975771,SIILZ9101I,1526,INVESTOR,True,VERIFIED,Berhampur,Odisha,2025-03-17 11:40:51,2026-07-28 11:40:51,ACTIVE
959,Bimala Mitra,user959@sipdemo.com,9324620238,ATCDW9527A,3314,INVESTOR,False,VERIFIED,Puri,Odisha,2026-01-20 14:09:05,2027-11-17 14:09:05,ACTIVE
960,Raksha Raj,user960@sipdemo.com,9172579894,GDKZO6280Q,9091,INVESTOR,False,VERIFIED,Kanpur,Uttar Pradesh,2024-06-22 03:27:07,2025-09-09 03:27:07,ACTIVE
961,Urvi Dugar,user961@sipdemo.com,9052304411,LPLYM9031B,1066,INVESTOR,True,VERIFIED,Puri,Odisha,2023-06-08 07:59:06,2024-01-08 07:59:06,ACTIVE
962,Mahika Merchant,user962@sipdemo.com,9005856424,PJQDA3001N,0254,INVESTOR,False,VERIFIED,Thane,Maharashtra,2024-02-11 20:16:54,2024-12-30 20:16:54,ACTIVE
963,Chanchal Prakash,user963@sipdemo.com,9592735184,FERVT0094S,0588,INVESTOR,False,VERIFIED,Bengaluru,Karnataka,2026-03-19 05:21:45,2028-06-16 05:21:45,ACTIVE
964,Lohit Dasgupta,user964@sipdemo.com,9623470416,JFOSM5500W,5495,INVESTOR,True,VERIFIED,Durgapur,West Bengal,2026-03-14 07:07:54,2027-03-12 07:07:54,ACTIVE
965,Frederick Mody,user965@sipdemo.com,9037502694,SSTGL0146N,3488,INVESTOR,True,VERIFIED,Mangalore,Karnataka,2021-09-11 15:54:59,2025-07-20 15:54:59,ACTIVE
966,Siddharth Sachar,user966@sipdemo.com,9952049105,DRGJR0305C,7481,INVESTOR,False,VERIFIED,Pune,Maharashtra,2022-07-10 22:15:16,2023-12-30 22:15:16,ACTIVE
967,Naveen Gour,user967@sipdemo.com,9463008904,BFLOJ4366J,8470,INVESTOR,False,VERIFIED,Puri,Odisha,2025-12-11 07:39:51,2027-07-19 07:39:51,ACTIVE
968,Rishi Contractor,user968@sipdemo.com,9366246696,RYFRE0919P,8457,INVESTOR,False,VERIFIED,Siliguri,West Bengal,2022-07-30 05:01:51,2023-06-30 05:01:51,ACTIVE
969,Triya Bora,user969@sipdemo.com,9229780814,RRTGQ0023X,7624,INVESTOR,False,VERIFIED,New Delhi,Delhi,2022-05-20 09:15:06,2024-07-14 09:15:06,ACTIVE
970,Zashil Chaudhari,user970@sipdemo.com,9503275026,CRJXV3407J,5283,INVESTOR,False,VERIFIED,Warangal,Telangana,2022-12-02 16:48:51,2025-11-29 16:48:51,ACTIVE
971,Ganga Parikh,user971@sipdemo.com,9190995889,IOPLE3214S,2686,INVESTOR,False,VERIFIED,Warangal,Telangana,2022-06-18 05:33:43,2023-12-14 05:33:43,ACTIVE
972,Harish Mane,user972@sipdemo.com,9078182394,VKNFV4666R,9082,INVESTOR,False,PENDING,Pune,Maharashtra,2022-02-13 22:19:40,2024-02-15 22:19:40,ACTIVE
973,Eesha Sunder,user973@sipdemo.com,9124179698,ZWUMR6543J,0444,INVESTOR,False,VERIFIED,Thane,Maharashtra,2024-07-15 09:42:30,2025-04-30 09:42:30,ACTIVE
974,Michael Patla,user974@sipdemo.com,9232420216,WVQNQ4959K,9756,INVESTOR,True,VERIFIED,Mangalore,Karnataka,2023-09-16 01:56:02,2026-03-18 01:56:02,INACTIVE
975,Om Agrawal,user975@sipdemo.com,9857427649,LRBSF3261I,0354,INVESTOR,True,PENDING,Surat,Gujarat,2025-06-18 10:05:39,2029-05-13 10:05:39,ACTIVE
976,Rajata Malhotra,user976@sipdemo.com,9208918674,KPNWZ1074J,5612,INVESTOR,False,VERIFIED,Hyderabad,Telangana,2023-01-12 05:26:24,2026-09-20 05:26:24,ACTIVE
977,Garima Srinivasan,user977@sipdemo.com,9062655333,BOAOE9579N,8091,INVESTOR,True,VERIFIED,Pune,Maharashtra,2025-08-15 15:15:47,2029-02-17 15:15:47,ACTIVE
978,Dalaja Sur,user978@sipdemo.com,9516528300,PXIYH5753R,2685,INVESTOR,False,VERIFIED,Mangalore,Karnataka,2023-10-07 23:57:53,2026-03-12 23:57:53,ACTIVE
979,Finn Mand,user979@sipdemo.com,9345634579,XFLJL2797R,7159,INVESTOR,True,PENDING,Mysuru,Karnataka,2024-03-15 13:02:13,2025-02-05 13:02:13,ACTIVE
980,Ronith Lall,user980@sipdemo.com,9434168846,ENVGQ8796L,7033,INVESTOR,False,VERIFIED,Mumbai,Maharashtra,2025-09-18 01:14:30,2027-12-30 01:14:30,ACTIVE
981,Faqid Bahl,user981@sipdemo.com,9793395772,RDOVV9077B,5494,INVESTOR,True,VERIFIED,Hyderabad,Telangana,2025-02-05 05:21:17,2028-08-31 05:21:17,ACTIVE
982,Nidhi Kala,user982@sipdemo.com,9309268747,UKUHW4589K,2760,INVESTOR,False,VERIFIED,Lucknow,Uttar Pradesh,2025-09-01 15:48:52,2027-09-08 15:48:52,ACTIVE
983,Urmi Dixit,user983@sipdemo.com,9940465209,LAWXG6955I,0825,INVESTOR,True,VERIFIED,Agra,Uttar Pradesh,2025-12-12 12:47:10,2029-10-25 12:47:10,ACTIVE
984,Bina Desai,user984@sipdemo.com,9932481406,OGLQI8705A,4170,INVESTOR,False,VERIFIED,Nashik,Maharashtra,2023-04-16 17:07:43,2024-02-05 17:07:43,ACTIVE
985,Mekhala Patla,user985@sipdemo.com,9366356433,XRHYI3590K,8885,INVESTOR,True,VERIFIED,New Delhi,Delhi,2023-10-11 07:50:06,2027-09-08 07:50:06,ACTIVE
986,Noah Varkey,user986@sipdemo.com,9670832218,YXUQN7060C,0816,INVESTOR,False,VERIFIED,New Delhi,Delhi,2023-12-17 14:57:18,2024-04-22 14:57:18,ACTIVE
987,Praneel Dhingra,user987@sipdemo.com,9075942875,YESRG7019J,0705,INVESTOR,True,VERIFIED,Noida,Uttar Pradesh,2022-03-07 18:20:19,2023-11-12 18:20:19,ACTIVE
988,Jagrati Baria,user988@sipdemo.com,9559723992,YMXCU6934C,5302,INVESTOR,False,VERIFIED,Bhubaneswar,Odisha,2025-02-09 11:44:47,2026-09-11 11:44:47,ACTIVE
989,Vincent Bhatnagar,user989@sipdemo.com,9590285156,EGVDD0106G,5675,INVESTOR,False,PENDING,Rajkot,Gujarat,2022-07-26 16:09:22,2023-01-21 16:09:22,ACTIVE
990,Brijesh Jhaveri,user990@sipdemo.com,9092483039,RWAER1358G,8990,INVESTOR,True,VERIFIED,Thane,Maharashtra,2022-10-16 11:14:40,2023-05-25 11:14:40,ACTIVE
991,Lipika Singh,user991@sipdemo.com,9829230425,XUMAV0221Y,7384,INVESTOR,True,VERIFIED,Thane,Maharashtra,2024-01-14 20:32:14,2024-09-06 20:32:14,ACTIVE
992,Balveer Naik,user992@sipdemo.com,9687738799,BJTDA1467C,9753,INVESTOR,True,VERIFIED,Hyderabad,Telangana,2026-01-02 08:46:40,2027-04-11 08:46:40,ACTIVE
993,Adya Ghosh,user993@sipdemo.com,9260473875,PHXWZ3681Y,8065,INVESTOR,True,VERIFIED,Bhubaneswar,Odisha,2021-12-31 01:01:59,2023-12-09 01:01:59,ACTIVE
994,Jasmit Brahmbhatt,user994@sipdemo.com,9378418356,XUHWO5181O,6532,INVESTOR,True,VERIFIED,Puri,Odisha,2023-05-06 04:28:07,2025-03-28 04:28:07,ACTIVE
995,Udant Varty,user995@sipdemo.com,9881950644,XNETL5954M,5482,INVESTOR,False,PENDING,Ahmedabad,Gujarat,2024-01-12 15:50:39,2025-03-27 15:50:39,ACTIVE
996,Vidhi Subramaniam,user996@sipdemo.com,9335172045,TDKCI8540I,7778,INVESTOR,False,VERIFIED,Surat,Gujarat,2023-06-27 14:29:49,2026-03-29 14:29:49,ACTIVE
997,Yachana Dewan,user997@sipdemo.com,9913937999,BNETA3363L,9402,INVESTOR,False,PENDING,Cuttack,Odisha,2025-11-08 04:02:40,2027-12-17 04:02:40,ACTIVE
998,Faraj Varkey,user998@sipdemo.com,9917993596,WJKLA9809U,6677,INVESTOR,True,VERIFIED,New Delhi,Delhi,2023-08-27 18:37:54,2025-07-20 18:37:54,ACTIVE
999,Mason Grover,user999@sipdemo.com,9606901187,UBPVQ0710W,8792,INVESTOR,False,VERIFIED,Kanpur,Uttar Pradesh,2024-08-27 10:38:53,2028-05-06 10:38:53,ACTIVE
1000,Victor Sachdeva,user1000@sipdemo.com,9532743107,AKVYI6373F,6863,INVESTOR,False,VERIFIED,Warangal,Telangana,2022-04-07 06:36:47,2022-06-16 06:36:47,ACTIVE
1001,Vasatika Srinivas,user1001@sipdemo.com,9763131422,ZTZYW6424V,1276,INVESTOR,True,VERIFIED,Bhubaneswar,Odisha,2025-06-24 15:48:19,2027-10-22 15:48:19,ACTIVE
1002,Nirja Bains,user1002@sipdemo.com,9955092688,RQQIK0702Y,8331,COMPLIANCE_OFFICER,True,VERIFIED,Hyderabad,Telangana,2023-11-06 01:09:15,2024-07-20 01:09:15,ACTIVE
1003,Naveen Desai,user1003@sipdemo.com,9694835870,JKMZD2943I,5940,INVESTOR,False,VERIFIED,Agra,Uttar Pradesh,2022-09-09 07:27:40,2026-09-09 07:27:40,ACTIVE
1004,Manan Bhalla,user1004@sipdemo.com,9827481784,ODKBY2369S,9869,INVESTOR,False,REJECTED,Puri,Odisha,2024-08-02 09:51:32,2028-09-01 09:51:32,ACTIVE
1005,Zansi Ravi,user1005@sipdemo.com,9300678511,OVSLB5863F,4904,INVESTOR,True,VERIFIED,Warangal,Telangana,2022-04-23 09:54:12,2023-12-13 09:54:12,ACTIVE
1006,Bhanumati Chada,user1006@sipdemo.com,9194878002,QJBHT6117A,5067,INVESTOR,False,VERIFIED,Coimbatore,Tamil Nadu,2024-06-09 04:42:36,2027-08-23 04:42:36,ACTIVE
1007,Vasatika Garde,user1007@sipdemo.com,9647589140,MVTAZ8255V,4288,INVESTOR,False,VERIFIED,Coimbatore,Tamil Nadu,2022-07-22 16:12:32,2022-10-05 16:12:32,ACTIVE
1008,Luke Gopal,user1008@sipdemo.com,9131119392,UNNLP4509B,2839,INVESTOR,True,REJECTED,New Delhi,Delhi,2022-07-27 15:38:14,2023-01-27 15:38:14,ACTIVE
1009,Oliver Oommen,user1009@sipdemo.com,9343623413,AXTZL7277H,5465,INVESTOR,False,PENDING,Hyderabad,Telangana,2024-07-22 01:02:12,2025-11-29 01:02:12,ACTIVE
1010,Victor Radhakrishnan,user1010@sipdemo.com,9954888413,YFMFZ1534Y,5122,INVESTOR,True,VERIFIED,Rajkot,Gujarat,2026-01-10 08:36:43,2029-05-24 08:36:43,ACTIVE
1011,Amol Jain,user1011@sipdemo.com,9685536916,FYATA1276U,8604,INVESTOR,False,VERIFIED,Howrah,West Bengal,2023-05-21 23:55:33,2027-01-22 23:55:33,ACTIVE
1012,Mason Char,user1012@sipdemo.com,9136526123,OKAZQ2833W,7646,COMPLIANCE_OFFICER,False,VERIFIED,Nashik,Maharashtra,2024-01-23 12:35:07,2026-06-04 12:35:07,ACTIVE
1013,Yahvi Dalal,user1013@sipdemo.com,9686032057,ZNOQO2494V,8433,INVESTOR,True,VERIFIED,Madurai,Tamil Nadu,2022-05-13 07:35:02,2026-06-08 07:35:02,ACTIVE
1014,Aarav Sankar,user1014@sipdemo.com,9552536805,NQTKL9448S,1141,INVESTOR,False,VERIFIED,Rajkot,Gujarat,2021-12-13 00:26:03,2025-08-04 00:26:03,ACTIVE
1015,Caleb Wagle,user1015@sipdemo.com,9723761452,OZFPP9225K,0706,INVESTOR,False,PENDING,Warangal,Telangana,2024-01-22 07:49:37,2025-03-19 07:49:37,ACTIVE
1016,Lakshmi Palla,user1016@sipdemo.com,9945506001,TETRL7817J,6353,FUND_MANAGER,True,VERIFIED,Surat,Gujarat,2023-08-08 02:54:59,2027-06-07 02:54:59,ACTIVE
1017,Pavani Desai,user1017@sipdemo.com,9909776010,HTUOO6656U,4976,INVESTOR,True,VERIFIED,Mangalore,Karnataka,2024-05-21 16:16:58,2026-02-14 16:16:58,ACTIVE
1018,Fiyaz Mander,user1018@sipdemo.com,9507871903,HLOHX7695Y,4901,INVESTOR,False,VERIFIED,Hyderabad,Telangana,2022-09-28 19:05:36,2026-10-03 19:05:36,ACTIVE
1019,Aarini Gulati,user1019@sipdemo.com,9025556289,HVJPK3201K,1928,INVESTOR,False,VERIFIED,Noida,Uttar Pradesh,2024-06-07 06:47:30,2026-12-06 06:47:30,ACTIVE
1020,Jacob Venkatesh,user1020@sipdemo.com,9249504224,RKVNB5033T,9170,INVESTOR,True,VERIFIED,Pune,Maharashtra,2021-07-08 10:54:29,2022-02-03 10:54:29,ACTIVE
1021,Diya Rege,user1021@sipdemo.com,9815221576,IJUSS7690Z,0853,INVESTOR,True,VERIFIED,Salem,Tamil Nadu,2021-07-11 13:15:13,2025-06-12 13:15:13,ACTIVE
1022,Pooja Kulkarni,user1022@sipdemo.com,9539856719,AZWBW8805L,6703,INVESTOR,True,VERIFIED,Hyderabad,Telangana,2023-04-10 08:08:33,2026-03-08 08:08:33,ACTIVE
1023,Jasmit Majumdar,user1023@sipdemo.com,9779899890,LNUMM5661G,9760,FUND_MANAGER,True,VERIFIED,Salem,Tamil Nadu,2022-10-10 23:34:51,2025-10-05 23:34:51,ACTIVE
1024,Samar Sachdev,user1024@sipdemo.com,9469435372,JZBWW8009G,0309,ANALYST,True,PENDING,Madurai,Tamil Nadu,2026-05-15 02:22:38,2029-08-08 02:22:38,ACTIVE
1025,Praneel Prabhakar,user1025@sipdemo.com,9506586166,FBKZJ0361D,2689,INVESTOR,True,VERIFIED,Bengaluru,Karnataka,2024-03-16 07:42:30,2027-11-07 07:42:30,ACTIVE
