schedule_id,user_id,fund_id,sip_amount,frequency,debit_day,next_debit,bank_account,status
1262,7191,110,3000,MONTHLY,21,2025-07-12,HDFC-2280875150,ACTIVE
1263,3778,14,500,MONTHLY,20,2025-10-04,PNB-9334888790,CANCELLED
1264,4119,100,10000,QUARTERLY,23,2025-07-03,HDFC-9452988778,ACTIVE
1265,9427,62,3000,MONTHLY,28,2025-09-23,Indian Bank-3657059704,ACTIVE
1266,1817,150,500,MONTHLY,16,2025-05-15,SBI-2120475823,ACTIVE
1267,974,36,10000,MONTHLY,7,2025-10-08,PNB-4772141697,ACTIVE
1268,1195,207,1500,YEARLY,19,2025-11-09,SBI-9374790162,ACTIVE
1269,1321,228,1500,MONTHLY,18,2025-09-03,ICICI-1446939534,ACTIVE
1270,3691,167,1500,MONTHLY,12,2025-08-09,Union Bank-1978200864,CANCELLED
1271,432,199,3000,QUARTERLY,26,2025-04-11,BOB-4169357602,ACTIVE
1272,855,100,2000,MONTHLY,25,2025-07-13,ICICI-3360277484,ACTIVE
1273,1934,230,1000,MONTHLY,20,2025-07-08,PNB-4943074590,ACTIVE
1274,1508,151,5000,MONTHLY,1,2025-04-27,Canara-4443563465,PAUSED
1275,4095,209,1000,MONTHLY,2,2025-02-09,SBI-2213740507,ACTIVE
1276,9870,168,3000,MONTHLY,8,2025-05-30,ICICI-3824296704,ACTIVE
1277,1252,65,5000,MONTHLY,18,2025-04-16,Union Bank-6241094005,ACTIVE
1278,6012,200,3000,QUARTERLY,18,2025-05-30,Axis-1448300851,ACTIVE
1279,6732,181,500,MONTHLY,20,2025-09-06,Kotak-6285111559,ACTIVE
1280,3454,32,1000,MONTHLY,12,2025-03-14,SBI-1490651227,ACTIVE
1281,554,70,1500,QUARTERLY,9,2025-10-29,Canara-1362895954,ACTIVE
1282,9991,99,2000,MONTHLY,16,2025-01-10,Canara-1963998771,ACTIVE
1283,7063,137,500,MONTHLY,2,2025-12-05,Kotak-9131100497,CANCELLED
1284,4302,208,10000,MONTHLY,25,2025-10-30,Axis-7964420564,PAUSED
1285,936,207,5000,HALF_YEARLY,4,2025-10-11,Canara-7591749938,ACTIVE
1286,9312,197,2000,MONTHLY,17,2025-05-14,ICICI-2023176784,CANCELLED
1287,4599,205,1000,MONTHLY,22,2025-05-21,HDFC-6565525658,ACTIVE
1288,633,158,5000,MONTHLY,9,2025-07-05,Kotak-1052996109,ACTIVE
1289,5260,215,2000,MONTHLY,9,2025-04-02,Union Bank-5333066661,ACTIVE
1290,5878,123,2000,MONTHLY,21,2025-10-12,Axis-5032262443,ACTIVE
1291,10000,142,1000,MONTHLY,11,2025-02-02,Union Bank-8673971451,ACTIVE
1292,8109,33,1000,QUARTERLY,8,2025-11-19,ICICI-3817404707,ACTIVE
1293,631,48,3000,MONTHLY,22,2025-09-17,Union Bank-1979048220,COMPLETED
1294,4245,250,3000,MONTHLY,9,2025-01-09,PNB-3579466477,ACTIVE
1295,1270,130,500,MONTHLY,15,2025-02-27,BOB-2786576136,ACTIVE
1296,4639,37,10000,MONTHLY,1,2025-06-17,Indian Bank-9482984894,PAUSED
1297,6140,121,1000,MONTHLY,10,2025-11-15,SBI-3539302505,ACTIVE
1298,3465,207,10000,MONTHLY,11,2025-09-19,BOB-6217821437,PAUSED
1299,535,169,10000,YEARLY,24,2025-03-18,Canara-4148407142,PAUSED
1300,8647,205,5000,MONTHLY,2,2025-11-07,Union Bank-7189122676,ACTIVE
1301,9425,76,10000,MONTHLY,8,2025-06-18,Axis-2554627667,ACTIVE
1302,1891,178,1500,MONTHLY,8,2025-08-16,Canara-6284312306,ACTIVE
1303,3765,146,1000,MONTHLY,27,2025-03-06,BOB-6527129795,ACTIVE
1304,1336,105,3000,MONTHLY,14,2025-09-16,ICICI-2950212154,ACTIVE
1305,6859,68,5000,MONTHLY,25,2025-10-11,Union Bank-4734297104,PAUSED
1306,393,177,3000,QUARTERLY,6,2025-02-07,ICICI-9240423051,CANCELLED
1307,5806,33,1000,MONTHLY,13,2025-12-23,BOB-5806195714,PAUSED
1308,5516,152,5000,MONTHLY,20,2025-11-12,HDFC-8880426060,ACTIVE
1309,7817,180,10000,HALF_YEARLY,5,2025-04-04,Indian Bank-1359873139,PAUSED
1310,9725,152,2000,MONTHLY,12,2025-12-12,Union Bank-4320036885,ACTIVE
1311,8083,88,3000,MONTHLY,2,2025-10-16,BOB-7127584892,ACTIVE
1312,5220,194,10000,HALF_YEARLY,6,2025-03-15,SBI-4139556167,ACTIVE
1313,4559,148,1500,MONTHLY,20,2025-06-10,HDFC-5804140319,ACTIVE
1314,7192,58,3000,MONTHLY,6,2025-05-28,Kotak-4970765357,ACTIVE
1315,2311,25,10000,MONTHLY,7,2025-10-10,BOB-1838088426,ACTIVE
1316,423,95,2000,MONTHLY,7,2025-05-25,Indian Bank-3237222263,PAUSED
1317,4833,236,2000,QUARTERLY,4,2025-12-28,HDFC-7413483748,ACTIVE
1318,2242,72,1500,QUARTERLY,24,2025-12-09,HDFC-5614299531,ACTIVE
1319,5495,71,5000,MONTHLY,15,2025-11-19,BOB-4971685036,ACTIVE
1320,8541,82,5000,MONTHLY,7,2025-10-13,SBI-2056191455,ACTIVE
1321,3608,173,1000,MONTHLY,7,2025-05-16,Union Bank-7428390960,ACTIVE
1322,1454,244,2000,MONTHLY,17,2025-04-20,SBI-1764998225,ACTIVE
1323,4311,158,1000,MONTHLY,13,2025-11-20,Indian Bank-7378283909,ACTIVE
1324,6426,154,1500,MONTHLY,12,2025-10-06,Union Bank-6528788381,COMPLETED
1325,5332,64,1000,MONTHLY,22,2025-08-06,HDFC-5782601974,ACTIVE
1326,2099,199,2000,MONTHLY,16,2025-09-08,Indian Bank-5419360487,ACTIVE
1327,3525,228,3000,MONTHLY,28,2025-07-29,SBI-6659127769,ACTIVE
1328,7241,109,1500,MONTHLY,13,2025-05-14,SBI-6235342653,ACTIVE
1329,748,79,3000,QUARTERLY,15,2025-07-29,Axis-3302158748,ACTIVE
1330,1808,243,1000,MONTHLY,20,2025-11-09,PNB-4101948739,PAUSED
1331,1479,200,10000,MONTHLY,23,2025-06-20,PNB-9862513734,ACTIVE
1332,3449,93,10000,MONTHLY,18,2025-04-12,ICICI-6279951345,PAUSED
1333,6126,85,5000,MONTHLY,14,2025-04-21,BOB-1058587182,PAUSED
1334,8628,27,500,MONTHLY,17,2025-07-23,Union Bank-2294788502,ACTIVE
1335,4052,9,5000,MONTHLY,9,2025-03-05,Canara-9060028594,PAUSED
1336,1254,19,500,MONTHLY,17,2025-12-27,Canara-1652180311,ACTIVE
1337,6409,50,10000,MONTHLY,27,2025-11-07,Kotak-5395606770,ACTIVE
1338,3321,26,2000,MONTHLY,9,2025-12-02,Indian Bank-2844836938,ACTIVE
1339,6658,144,5000,MONTHLY,9,2025-09-05,Kotak-6345576602,ACTIVE
1340,8144,187,5000,MONTHLY,13,2025-07-10,BOB-5188411716,ACTIVE
1341,3803,115,500,MONTHLY,12,2025-09-02,Indian Bank-2427799501,PAUSED
1342,1371,25,10000,HALF_YEARLY,18,2025-03-28,Axis-3548674530,ACTIVE
1343,6606,158,5000,QUARTERLY,27,2025-08-31,BOB-4266673090,ACTIVE
1344,8085,65,10000,MONTHLY,14,2025-06-09,PNB-5318897881,ACTIVE
1345,9215,204,1500,YEARLY,16,2025-10-07,Union Bank-6307460038,ACTIVE
1346,7914,132,2000,MONTHLY,18,2025-02-11,HDFC-2613559300,ACTIVE
1347,2656,134,1000,MONTHLY,24,2025-03-04,ICICI-5174348618,ACTIVE
1348,6950,127,2000,MONTHLY,6,2025-11-17,BOB-7090896471,ACTIVE
1349,1927,112,3000,MONTHLY,10,2025-12-13,Kotak-9115534388,ACTIVE
1350,2719,37,10000,MONTHLY,10,2025-09-25,Axis-8363613204,ACTIVE
1351,4117,121,5000,MONTHLY,15,2025-04-18,PNB-1581277647,ACTIVE
1352,7764,3,1000,MONTHLY,11,2025-08-02,ICICI-5319029553,ACTIVE
1353,3265,178,1500,MONTHLY,4,2025-10-03,Union Bank-7979204873,ACTIVE
1354,1094,90,1500,MONTHLY,21,2025-10-14,Axis-4985212098,ACTIVE
1355,6983,150,3000,MONTHLY,24,2025-06-06,PNB-9307789257,ACTIVE
1356,3320,20,5000,MONTHLY,19,2025-03-20,HDFC-6060868468,ACTIVE
1357,2076,205,1500,MONTHLY,17,2025-10-28,Canara-7892457034,COMPLETED
1358,7757,54,1000,MONTHLY,6,2025-01-02,Axis-1629176876,ACTIVE
1359,5,83,3000,QUARTERLY,3,2025-01-27,ICICI-7320856459,ACTIVE
1360,1922,62,10000,MONTHLY,18,2025-07-21,Canara-7332834814,ACTIVE
1361,8553,82,10000,MONTHLY,17,2025-02-10,Indian Bank-7191825941,ACTIVE
1362,4105,176,5000,MONTHLY,4,2025-10-13,Canara-8172763300,ACTIVE
1363,3503,158,1500,MONTHLY,18,2025-04-08,Canara-1045837716,ACTIVE
1364,8619,50,1500,MONTHLY,1,2025-10-28,Kotak-4958087064,ACTIVE
1365,550,166,2000,MONTHLY,9,2025-11-25,Union Bank-6381757026,ACTIVE
1366,9375,211,5000,MONTHLY,1,2025-08-30,Indian Bank-6041307910,ACTIVE
1367,8939,207,500,MONTHLY,4,2025-01-20,PNB-4063645073,ACTIVE
1368,2899,223,2000,QUARTERLY,28,2025-03-09,HDFC-1512934062,ACTIVE
1369,1022,81,10000,MONTHLY,4,2025-10-06,Kotak-5366583537,PAUSED
1370,5186,230,5000,HALF_YEARLY,23,2025-03-28,Indian Bank-3217665352,CANCELLED
1371,6606,107,500,MONTHLY,27,2025-12-08,SBI-2145192600,ACTIVE
1372,730,71,2000,MONTHLY,20,2025-04-12,BOB-5308815905,ACTIVE
1373,5746,31,10000,MONTHLY,11,2025-08-27,Indian Bank-2988592958,ACTIVE
1374,1484,47,1500,MONTHLY,24,2025-02-14,ICICI-5147931679,ACTIVE
1375,172,56,500,QUARTERLY,21,2025-07-11,Union Bank-5051173495,ACTIVE
1376,3131,192,500,MONTHLY,25,2025-03-09,Kotak-2232984424,ACTIVE
1377,9258,81,1500,QUARTERLY,14,2025-04-26,Axis-6561692070,ACTIVE
1378,4335,24,1500,MONTHLY,16,2025-07-01,Indian Bank-4572255055,ACTIVE
1379,9589,99,1000,YEARLY,5,2025-10-03,Indian Bank-7158353462,ACTIVE
1380,4730,54,3000,QUARTERLY,11,2025-12-25,BOB-8706438472,ACTIVE
1381,3453,67,500,HALF_YEARLY,7,2025-08-28,Kotak-3710612548,ACTIVE
1382,7656,151,2000,MONTHLY,11,2025-07-10,Indian Bank-4870946211,ACTIVE
1383,1714,162,2000,MONTHLY,12,2025-01-05,ICICI-4878269039,ACTIVE
1384,5866,79,1000,MONTHLY,6,2025-08-28,BOB-7943297078,ACTIVE
1385,7127,188,1500,MONTHLY,13,2025-08-31,Axis-7875993207,ACTIVE
1386,6573,77,500,MONTHLY,2,2025-04-30,BOB-8619583142,COMPLETED
1387,6566,152,1000,HALF_YEARLY,1,2025-03-25,BOB-4229171556,ACTIVE
1388,5459,202,10000,MONTHLY,2,2025-02-16,Kotak-8737339019,ACTIVE
1389,2709,118,1000,QUARTERLY,1,2025-12-04,ICICI-6588965071,ACTIVE
1390,3870,220,5000,MONTHLY,7,2025-08-12,HDFC-2607425063,ACTIVE
1391,5648,26,5000,MONTHLY,16,2025-10-09,Canara-4938269146,ACTIVE
1392,5216,196,1500,QUARTERLY,5,2025-07-24,PNB-5602730904,ACTIVE
1393,9609,7,10000,MONTHLY,8,2025-11-08,ICICI-6850949950,ACTIVE
1394,27,157,5000,MONTHLY,20,2025-07-23,HDFC-3147267582,ACTIVE
1395,4947,112,5000,MONTHLY,3,2025-06-23,Canara-5942423191,ACTIVE
1396,7876,9,1000,MONTHLY,9,2025-08-04,ICICI-5752083046,PAUSED
1397,5674,176,10000,QUARTERLY,24,2025-02-21,Canara-5985957879,ACTIVE
1398,8307,99,2000,MONTHLY,22,2025-08-21,SBI-8173432577,ACTIVE
1399,894,78,3000,QUARTERLY,14,2025-05-13,HDFC-9195703289,ACTIVE
1400,7759,183,500,MONTHLY,11,2025-10-01,PNB-9507189942,ACTIVE
1401,6283,223,500,MONTHLY,22,2025-02-10,ICICI-7829655223,ACTIVE
1402,7455,112,500,MONTHLY,2,2025-08-26,Kotak-7397875236,ACTIVE
1403,9820,176,1500,MONTHLY,12,2025-05-10,Canara-9690996671,ACTIVE
1404,4805,92,1500,MONTHLY,14,2025-01-09,Union Bank-9742900191,ACTIVE
1405,600,137,1000,MONTHLY,24,2025-07-22,Axis-1406186139,ACTIVE
1406,8085,111,5000,MONTHLY,9,2025-06-26,Union Bank-7739096956,ACTIVE
1407,5351,96,5000,MONTHLY,2,2025-03-17,Indian Bank-4788319600,ACTIVE
1408,1291,87,2000,MONTHLY,21,2025-06-04,Canara-4792135573,PAUSED
1409,7102,248,1500,YEARLY,4,2025-04-09,Indian Bank-4409016344,ACTIVE
1410,801,96,10000,HALF_YEARLY,19,2025-08-31,Axis-6092600577,ACTIVE
1411,750,155,1500,MONTHLY,13,2025-04-03,Kotak-1889643831,ACTIVE
1412,2127,71,10000,YEARLY,9,2025-08-25,Indian Bank-2366484208,ACTIVE
1413,297,182,3000,MONTHLY,11,2025-04-24,HDFC-8846797777,ACTIVE
1414,9753,85,3000,MONTHLY,18,2025-07-19,Union Bank-6757815878,ACTIVE
1415,7281,39,3000,MONTHLY,15,2025-09-13,Axis-8185419951,ACTIVE
1416,529,170,5000,MONTHLY,28,2025-10-20,HDFC-9525283313,ACTIVE
1417,8677,95,2000,MONTHLY,10,2025-05-30,PNB-1126978869,ACTIVE
1418,2732,160,2000,YEARLY,12,2025-10-17,Canara-9475504077,ACTIVE
1419,8041,61,2000,MONTHLY,13,2025-10-03,ICICI-4649297119,ACTIVE
1420,3577,55,1000,QUARTERLY,4,2025-10-20,Kotak-9499295746,ACTIVE
1421,5768,193,1500,MONTHLY,7,2025-08-03,Indian Bank-2684371781,PAUSED
1422,8108,194,1000,HALF_YEARLY,15,2025-05-27,Union Bank-6057867851,ACTIVE
1423,8728,213,5000,HALF_YEARLY,11,2025-08-26,ICICI-8100028659,COMPLETED
1424,6723,49,1000,MONTHLY,21,2025-01-15,Indian Bank-5290285300,ACTIVE
1425,6698,243,1000,MONTHLY,1,2025-06-16,Indian Bank-7981448409,ACTIVE
1426,6067,6,3000,MONTHLY,24,2025-11-04,Canara-4922193193,ACTIVE
1427,3921,45,1500,MONTHLY,16,2025-12-31,Axis-1132670505,ACTIVE
1428,7524,63,1000,MONTHLY,22,2025-11-05,Union Bank-9473134188,ACTIVE
1429,1822,206,1000,MONTHLY,20,2025-06-19,ICICI-5133794489,ACTIVE
1430,530,175,2000,QUARTERLY,22,2025-07-28,BOB-5396844455,ACTIVE
1431,980,75,1500,MONTHLY,26,2025-07-23,SBI-7184949643,ACTIVE
1432,1698,38,10000,MONTHLY,28,2025-05-15,Indian Bank-4100941554,ACTIVE
1433,5568,37,1500,MONTHLY,8,2025-09-05,Axis-5613093606,PAUSED
1434,8054,193,1500,MONTHLY,8,2025-05-14,PNB-1601385551,ACTIVE
1435,426,57,5000,MONTHLY,12,2025-10-16,PNB-8017523794,ACTIVE
1436,7207,173,1000,MONTHLY,10,2025-03-21,ICICI-8984978241,ACTIVE
1437,3735,8,1500,MONTHLY,28,2025-04-19,Indian Bank-5346793445,ACTIVE
1438,8333,191,2000,MONTHLY,28,2025-09-22,Canara-6902842342,PAUSED
1439,7951,166,1000,MONTHLY,6,2025-09-26,Union Bank-2631539419,ACTIVE
1440,1061,88,1000,MONTHLY,8,2025-06-08,Axis-6140827626,ACTIVE
1441,9330,234,1000,MONTHLY,21,2025-01-07,BOB-5436016319,ACTIVE
1442,5399,130,3000,QUARTERLY,3,2025-05-19,BOB-4427030904,ACTIVE
1443,8568,64,5000,HALF_YEARLY,8,2025-05-12,ICICI-4683031554,ACTIVE
1444,7473,46,3000,MONTHLY,2,2025-11-08,Kotak-4191635076,ACTIVE
1445,1044,232,500,MONTHLY,5,2025-09-25,Kotak-7344879191,ACTIVE
1446,837,82,1000,MONTHLY,26,2025-11-21,HDFC-2897937786,ACTIVE
1447,1637,139,2000,MONTHLY,19,2025-04-21,Indian Bank-9631176906,ACTIVE
1448,1828,185,3000,QUARTERLY,15,2025-11-26,Axis-5297093830,ACTIVE
1449,9853,70,1500,MONTHLY,16,2025-11-20,ICICI-7503440495,COMPLETED
1450,4910,68,1500,MONTHLY,28,2025-09-30,Axis-2889973756,COMPLETED
1451,2985,125,2000,MONTHLY,1,2025-06-13,BOB-1767919393,ACTIVE
1452,4992,25,5000,MONTHLY,28,2025-08-15,PNB-4532858338,ACTIVE
1453,1782,196,3000,MONTHLY,8,2025-04-20,Kotak-3026690440,ACTIVE
1454,9987,54,1500,MONTHLY,19,2025-12-11,ICICI-8586619000,ACTIVE
1455,2588,157,3000,YEARLY,22,2025-03-22,PNB-8682616892,ACTIVE
1456,4414,59,1500,MONTHLY,9,2025-08-30,Kotak-8495636795,ACTIVE
1457,6969,145,10000,HALF_YEARLY,13,2025-08-02,SBI-7050697422,ACTIVE
1458,2293,250,10000,MONTHLY,15,2025-05-21,SBI-8373053113,ACTIVE
1459,6120,7,1500,MONTHLY,11,2025-08-07,Canara-4174053689,ACTIVE
1460,8241,113,500,MONTHLY,28,2025-05-21,HDFC-8127147064,ACTIVE
1461,7980,64,2000,MONTHLY,9,2025-11-07,Indian Bank-9830944806,ACTIVE
1462,8813,95,2000,MONTHLY,15,2025-05-26,HDFC-4220479048,ACTIVE
1463,6780,212,1500,MONTHLY,5,2025-03-19,Indian Bank-3413068920,ACTIVE
1464,5372,147,3000,MONTHLY,18,2025-12-05,Kotak-1093852809,ACTIVE
1465,1115,223,10000,MONTHLY,26,2025-12-25,PNB-8613701350,ACTIVE
1466,3520,48,2000,MONTHLY,11,2025-08-28,Axis-6407474729,ACTIVE
1467,380,36,2000,MONTHLY,4,2025-11-25,Canara-3269449477,CANCELLED
1468,8393,96,500,YEARLY,1,2025-10-17,Canara-7609136010,ACTIVE
1469,5469,163,500,YEARLY,3,2025-02-08,Indian Bank-4352600847,ACTIVE
1470,8414,217,2000,MONTHLY,28,2025-02-14,Indian Bank-5264686600,ACTIVE
1471,7061,210,5000,MONTHLY,9,2025-08-27,Union Bank-2419183659,ACTIVE
1472,9425,87,500,MONTHLY,15,2025-09-28,Canara-2261920637,ACTIVE
1473,6389,5,2000,MONTHLY,1,2025-04-26,PNB-4674665074,ACTIVE
1474,5352,137,10000,QUARTERLY,15,2025-12-01,Axis-9269343397,PAUSED
1475,9452,40,1500,MONTHLY,7,2025-03-17,Axis-9702567924,ACTIVE
1476,647,200,500,MONTHLY,5,2025-10-04,PNB-1896820343,ACTIVE
1477,6952,70,500,MONTHLY,8,2025-04-22,PNB-2888243482,PAUSED
1478,6146,7,500,MONTHLY,15,2025-04-17,Canara-2714457336,ACTIVE
1479,6235,152,1000,MONTHLY,27,2025-03-05,HDFC-3218334233,ACTIVE
1480,3435,31,5000,YEARLY,16,2025-11-06,PNB-2782960617,ACTIVE
1481,1488,205,1500,MONTHLY,17,2025-07-04,Union Bank-9353268346,ACTIVE
1482,6227,206,1500,MONTHLY,14,2025-07-24,HDFC-5575452723,CANCELLED
1483,4927,59,2000,MONTHLY,23,2025-02-13,Canara-9436322799,ACTIVE
1484,5297,12,3000,MONTHLY,5,2025-05-08,ICICI-3227464625,ACTIVE
1485,7698,196,10000,MONTHLY,2,2025-02-01,Indian Bank-6553755986,ACTIVE
1486,2581,108,1000,MONTHLY,6,2025-03-31,BOB-6074996463,PAUSED
1487,1793,202,1000,MONTHLY,6,2025-01-16,Union Bank-7980663993,CANCELLED
1488,4345,160,1500,MONTHLY,11,2025-01-15,SBI-3020792127,ACTIVE
1489,2365,234,2000,MONTHLY,14,2025-01-24,BOB-1729028760,ACTIVE
1490,5713,230,500,MONTHLY,8,2025-02-17,Canara-7338037591,COMPLETED
1491,8794,113,1500,MONTHLY,5,2025-11-05,SBI-2103212258,ACTIVE
1492,8848,94,2000,MONTHLY,20,2025-12-09,HDFC-3453455127,ACTIVE
1493,8434,34,5000,MONTHLY,26,2025-03-15,Axis-9997051069,ACTIVE
1494,1725,64,5000,MONTHLY,8,2025-05-09,ICICI-9478079661,ACTIVE
1495,8519,133,1500,MONTHLY,19,2025-05-17,ICICI-3839840224,ACTIVE
1496,561,192,10000,MONTHLY,26,2025-07-17,SBI-1782424812,ACTIVE
1497,559,214,2000,MONTHLY,26,2025-05-02,ICICI-7752061110,ACTIVE
1498,5635,49,2000,YEARLY,21,2025-10-23,Canara-2889197205,ACTIVE
1499,8430,237,1500,MONTHLY,11,2025-06-22,ICICI-9040054693,ACTIVE
1500,7477,170,10000,MONTHLY,4,2025-12-09,PNB-6864443882,ACTIVE
1501,8902,33,10000,MONTHLY,4,2025-04-27,Union Bank-2270079541,PAUSED
1502,5031,116,10000,YEARLY,14,2025-10-11,HDFC-6079281484,PAUSED
1503,8371,50,10000,MONTHLY,5,2025-12-15,Axis-3255052081,PAUSED
1504,5942,139,1000,MONTHLY,8,2025-12-22,BOB-3655081209,PAUSED
1505,2492,139,1500,MONTHLY,20,2025-08-06,Axis-7016703050,ACTIVE
1506,8549,249,1500,MONTHLY,14,2025-09-01,Union Bank-9324262230,ACTIVE
1507,4118,182,1000,HALF_YEARLY,18,2025-12-09,Kotak-5120057988,ACTIVE
1508,6724,36,10000,YEARLY,5,2025-09-04,ICICI-5201966859,ACTIVE
1509,2613,166,1000,MONTHLY,14,2025-07-20,Indian Bank-2504988056,ACTIVE
1510,4526,36,5000,MONTHLY,13,2025-03-05,Indian Bank-2904308418,ACTIVE
1511,5366,3,1500,MONTHLY,21,2025-03-02,BOB-7865275431,ACTIVE
1512,7181,77,5000,MONTHLY,27,2025-03-05,BOB-1660036000,PAUSED
1513,5594,225,10000,QUARTERLY,9,2025-01-21,Canara-7298679849,ACTIVE
1514,7984,195,500,MONTHLY,10,2025-04-26,BOB-9010479383,ACTIVE
1515,8103,215,500,MONTHLY,23,2025-08-10,Canara-7476052850,ACTIVE
1516,4117,92,5000,QUARTERLY,3,2025-01-07,HDFC-3125906089,ACTIVE
1517,4355,27,3000,MONTHLY,25,2025-12-29,Union Bank-7724287042,ACTIVE
1518,6269,11,10000,MONTHLY,20,2025-02-25,Indian Bank-5097705819,ACTIVE
1519,1925,248,3000,MONTHLY,25,2025-05-03,PNB-4196786163,ACTIVE
1520,7213,219,500,HALF_YEARLY,15,2025-10-21,BOB-8634866023,ACTIVE
1521,421,56,5000,HALF_YEARLY,19,2025-04-03,SBI-5719328110,CANCELLED
1522,465,187,10000,MONTHLY,15,2025-05-10,PNB-5147171454,ACTIVE
1523,784,84,10000,MONTHLY,15,2025-12-24,Kotak-4502414628,PAUSED
1524,1457,86,5000,QUARTERLY,12,2025-11-12,BOB-5148524493,ACTIVE
1525,5011,26,1500,MONTHLY,24,2025-02-16,Canara-3746524224,ACTIVE
1526,3313,68,1500,MONTHLY,28,2025-12-29,Union Bank-6018854794,ACTIVE
1527,3110,149,1500,MONTHLY,10,2025-09-17,BOB-3311784874,ACTIVE
1528,1245,51,5000,MONTHLY,3,2025-02-16,Indian Bank-2131165735,ACTIVE
1529,8730,91,500,QUARTERLY,13,2025-03-10,Canara-8724443850,ACTIVE
1530,1347,83,1000,MONTHLY,8,2025-08-15,SBI-2175911790,ACTIVE
1531,3588,63,1000,MONTHLY,8,2025-08-14,Axis-7924434374,PAUSED
1532,6792,143,2000,MONTHLY,18,2025-10-18,Axis-8738351331,ACTIVE
1533,5973,231,1500,MONTHLY,8,2025-06-13,BOB-3977267325,ACTIVE
1534,4046,204,500,YEARLY,18,2025-10-24,ICICI-2346406906,PAUSED
1535,9898,59,10000,YEARLY,24,2025-06-28,BOB-7293357327,ACTIVE
1536,872,118,3000,MONTHLY,20,2025-08-13,Union Bank-1735904793,ACTIVE
1537,9159,167,10000,MONTHLY,2,2025-06-27,Union Bank-9863854010,ACTIVE
1538,4524,146,2000,MONTHLY,9,2025-01-15,Indian Bank-2701863688,ACTIVE
1539,5077,138,1500,MONTHLY,23,2025-12-12,Kotak-2748661598,ACTIVE
1540,9616,81,500,MONTHLY,28,2025-01-04,Indian Bank-5197702821,ACTIVE
1541,8680,106,1000,YEARLY,24,2025-03-24,Axis-5250257476,PAUSED
1542,484,167,500,MONTHLY,16,2025-03-03,PNB-8238536261,PAUSED
1543,6248,179,1000,MONTHLY,16,2025-03-12,PNB-2525387510,ACTIVE
1544,4129,128,2000,MONTHLY,3,2025-04-05,Kotak-5645300925,ACTIVE
1545,1541,135,500,YEARLY,9,2025-01-11,Indian Bank-9843965585,ACTIVE
1546,2761,1,1500,MONTHLY,17,2025-01-07,SBI-7714600261,PAUSED
1547,2825,49,1000,MONTHLY,21,2025-11-14,Union Bank-9485886318,ACTIVE
1548,2535,154,2000,MONTHLY,12,2025-10-21,ICICI-8812525969,ACTIVE
1549,636,240,1500,MONTHLY,18,2025-03-03,Kotak-3933600326,ACTIVE
1550,2743,231,3000,MONTHLY,4,2025-09-12,Axis-8867392787,ACTIVE
1551,1907,172,1000,MONTHLY,18,2025-02-03,PNB-8806470288,ACTIVE
1552,6624,11,10000,QUARTERLY,12,2025-01-31,Union Bank-3538897827,PAUSED
1553,1491,170,3000,MONTHLY,21,2025-06-14,BOB-6157964035,ACTIVE
1554,7339,196,2000,MONTHLY,7,2025-05-30,Canara-5648824894,ACTIVE
1555,1710,83,2000,MONTHLY,18,2025-09-05,Indian Bank-8605273726,ACTIVE
1556,904,136,500,MONTHLY,27,2025-01-22,Axis-3331252563,ACTIVE
1557,786,137,2000,MONTHLY,1,2025-01-25,Kotak-9047502562,ACTIVE
1558,8585,218,5000,MONTHLY,6,2025-09-18,PNB-4911263963,ACTIVE
1559,3043,229,500,MONTHLY,8,2025-12-31,PNB-3127190829,ACTIVE
1560,256,12,1500,MONTHLY,13,2025-04-16,HDFC-8865390946,COMPLETED
1561,6389,212,500,MONTHLY,8,2025-07-10,Canara-3571618698,ACTIVE
1562,4231,226,5000,QUARTERLY,14,2025-12-15,Indian Bank-7984434647,ACTIVE
1563,4467,105,10000,MONTHLY,23,2025-01-06,Canara-4870091128,PAUSED
1564,7999,65,500,MONTHLY,20,2025-01-06,Canara-2928990967,ACTIVE
1565,3654,19,1000,HALF_YEARLY,21,2025-02-28,HDFC-3098249631,ACTIVE
1566,5364,43,1500,MONTHLY,24,2025-05-12,Canara-7743563940,ACTIVE
1567,1957,102,3000,QUARTERLY,27,2025-04-14,HDFC-1862378631,ACTIVE
1568,585,121,1000,MONTHLY,16,2025-02-25,HDFC-2666721542,ACTIVE
1569,1105,62,2000,MONTHLY,14,2025-11-12,PNB-4303373458,ACTIVE
1570,8252,197,500,MONTHLY,7,2025-04-18,PNB-5074160524,ACTIVE
1571,4110,236,1000,HALF_YEARLY,6,2025-06-29,Union Bank-5537324389,ACTIVE
1572,4781,130,5000,MONTHLY,3,2025-04-26,ICICI-2884939143,PAUSED
1573,1137,216,1500,MONTHLY,8,2025-11-05,BOB-9436074012,ACTIVE
1574,1068,105,3000,MONTHLY,17,2025-10-01,SBI-6676470406,ACTIVE
1575,1701,176,500,MONTHLY,8,2025-01-04,Canara-8789808241,ACTIVE
1576,1961,220,3000,MONTHLY,8,2025-11-18,SBI-9674946431,PAUSED
1577,7806,240,1500,MONTHLY,19,2025-11-27,Canara-6956119508,CANCELLED
1578,3894,175,1500,YEARLY,16,2025-11-10,Kotak-8029562548,ACTIVE
1579,2510,117,1000,MONTHLY,18,2025-07-04,Axis-4139528900,COMPLETED
1580,6365,66,2000,QUARTERLY,6,2025-07-08,SBI-1618405605,ACTIVE
